stock_name
KOSDAQ:058470
KOSDAQ:130580
KOSDAQ:082920
KOSDAQ:214430
KOSDAQ:080010
KOSDAQ:093320
KOSDAQ:092130
KRX:145720
KRX:002840
KOSDAQ:138580
KOSDAQ:243070
KOSDAQ:034950
KRX:268280
KOSDAQ:089980
KOSDAQ:119860
KOSDAQ:033290
KOSDAQ:036670
KOSDAQ:064760
KOSDAQ:101240
KOSDAQ:036800
KOSDAQ:143240
KOSDAQ:030190
KOSDAQ:049720
KOSDAQ:053280
KOSDAQ:039340
KRX:284740
KOSDAQ:200130
KOSDAQ:067900
KOSDAQ:029960
KOSDAQ:086450
KOSDAQ:230360
KOSDAQ:189690
KRX:063160
KRX:014680
KOSDAQ:045520
KOSDAQ:278280
KRX:293480
KRX:033270
KOSDAQ:234340
KOSDAQ:256150
KOSDAQ:039830
KOSDAQ:032850
KOSDAQ:067160
KRX:081660
KRX:031430
KRX:007700
KOSDAQ:950110
KOSDAQ:306040
KOSDAQ:119610
KRX:013890
KRX:271560
KOSDAQ:101160
KRX:008490
KOSDAQ:194700
KOSDAQ:060250
KOSDAQ:215200
KRX:003230
KRX:234080
KOSDAQ:023910
KOSDAQ:084850
KOSDAQ:131970
KOSDAQ:035600
KOSDAQ:236200
KOSDAQ:290510
KOSDAQ:100120
KOSDAQ:300120
KOSDAQ:046440
KOSDAQ:039840
KOSDAQ:099190
KOSDAQ:183300
KOSDAQ:166090
KRX:272550
KRX:006400
KOSDAQ:214150
KOSDAQ:214450
KRX:161890
KRX:192650
KRX:051910
KOSDAQ:036490
KOSDAQ:228670
KRX:009240
KOSDAQ:025900
KOSDAQ:033640
KRX:001630
KOSDAQ:045970
KOSDAQ:357780
KOSDAQ:102710
KOSDAQ:200470
KOSDAQ:241790
KOSDAQ:095610
KOSDAQ:092870
KOSDAQ:089970
KOSDAQ:240810
KOSDAQ:104830
KOSDAQ:051160
KOSDAQ:140860
KOSDAQ:228670
KOSDAQ:035900
KOSDAQ:074600
KRX:035420
KRX:035720
KRX:012510
KOSDAQ:290650
KOSDAQ:053580
KOSDAQ:098460
KOSDAQ:067990
KRX:036570
KOSDAQ:218410
KRX:034310
KOSDAQ:290720
KRX:035150
KOSDAQ:053280
KRX:020000
KOSDAQ:213420
KOSDAQ:317330
KOSDAQ:298540
KOSDAQ:101360
KRX:207940
KOSDAQ:092040
KRX:003670
KOSDAQ:247540
KOSDAQ:086520
KOSDAQ:078600
